,issue_no,created_at,closed_at,assignees_no,labels,closes_no,author_association,comments_no,title,url
584,586,2021-01-27 22:29:57+00:00,2021-01-27 23:10:42+00:00,0,[],0,CONTRIBUTOR,1.0,Adding stub for cosmoshub-4 migration guide,https://api.github.com/repos/cosmos/gaia/issues/586
585,585,2021-01-27 14:47:33+00:00,2021-02-04 01:01:22+00:00,0,[],0,MEMBER,15.0,Upgrade descriptions for cosmoshub-3,https://api.github.com/repos/cosmos/gaia/issues/585
586,584,2021-01-27 02:17:33+00:00,2021-02-13 14:26:51+00:00,0,[],0,NONE,0.0,Request: Add sha256 checksums on releases,https://api.github.com/repos/cosmos/gaia/issues/584
587,583,2021-01-27 01:50:19+00:00,2021-02-13 14:26:51+00:00,0,[],0,CONTRIBUTOR,1.0,Document release process,https://api.github.com/repos/cosmos/gaia/issues/583
588,582,2021-01-27 01:36:36+00:00,2021-11-29 15:32:52+00:00,0,[],0,CONTRIBUTOR,0.0,Add workflow for testing invariants,https://api.github.com/repos/cosmos/gaia/issues/582
589,581,2021-01-27 01:13:33+00:00,2021-01-28 21:14:52+00:00,0,[],0,CONTRIBUTOR,0.0,Update changelog for v4,https://api.github.com/repos/cosmos/gaia/issues/581
590,580,2021-01-26 20:31:33+00:00,2021-01-26 20:40:17+00:00,0,[],0,CONTRIBUTOR,0.0,Gaia v4.0.0 release,https://api.github.com/repos/cosmos/gaia/issues/580
591,579,2021-01-26 19:55:25+00:00,2021-01-26 21:05:09+00:00,0,[],0,CONTRIBUTOR,1.0,Bump cosmos sdk and gaia version,https://api.github.com/repos/cosmos/gaia/issues/579
592,578,2021-01-26 03:32:45+00:00,2021-11-23 13:23:58+00:00,0,[],0,MEMBER,5.0,Documentation and Services for Navigating the Cosmos Network,https://api.github.com/repos/cosmos/gaia/issues/578
593,576,2021-01-26 03:25:03+00:00,2021-11-26 13:06:18+00:00,0,[],0,MEMBER,4.0,"Working relayers in Go, Rust, JS",https://api.github.com/repos/cosmos/gaia/issues/576
594,574,2021-01-25 22:38:51+00:00,2021-02-05 01:25:01+00:00,0,[],0,NONE,5.0,GetTxsEventRequest Tx and TxResponse ordering,https://api.github.com/repos/cosmos/gaia/issues/574
595,573,2021-01-25 18:26:50+00:00,2021-04-12 22:45:40+00:00,2,[],0,MEMBER,2.0,Create docs: gtm-interchain.md,https://api.github.com/repos/cosmos/gaia/issues/573
596,572,2021-01-25 18:14:46+00:00,2021-01-26 20:32:20+00:00,0,[],0,CONTRIBUTOR,1.0,Gaia v3.0.2 release cherrypick,https://api.github.com/repos/cosmos/gaia/issues/572
597,571,2021-01-25 16:36:22+00:00,2021-02-08 19:32:44+00:00,0,[],0,MEMBER,1.0,New Stargate Proposal,https://api.github.com/repos/cosmos/gaia/issues/571
598,570,2021-01-25 16:35:22+00:00,2021-01-25 18:17:58+00:00,0,[],0,CONTRIBUTOR,1.0,Bump Tendermint Release,https://api.github.com/repos/cosmos/gaia/issues/570
599,569,2021-01-25 16:33:34+00:00,2021-02-04 01:01:22+00:00,1,[],0,MEMBER,4.0,Stargate Migration Guide,https://api.github.com/repos/cosmos/gaia/issues/569
600,568,2021-01-25 16:29:23+00:00,2021-02-24 04:18:27+00:00,0,[],0,MEMBER,6.0,UX and Security Updates for Stargate release,https://api.github.com/repos/cosmos/gaia/issues/568
601,567,2021-01-25 16:28:21+00:00,2021-04-12 19:51:50+00:00,0,[],0,MEMBER,1.0,Gov Proposal - IBC transfers,https://api.github.com/repos/cosmos/gaia/issues/567
602,566,2021-01-25 16:26:07+00:00,2021-01-26 21:05:08+00:00,1,[],0,MEMBER,1.0,Bump Cosmos-SDK to v0.41,https://api.github.com/repos/cosmos/gaia/issues/566
603,565,2021-01-25 15:20:03+00:00,2021-01-31 14:00:33+00:00,1,[],0,CONTRIBUTOR,1.0,Prepare Gaia v4 release,https://api.github.com/repos/cosmos/gaia/issues/565
604,564,2021-01-23 04:06:07+00:00,2021-01-25 11:41:03+00:00,0,[],0,MEMBER,1.0,Set the denom metadata for the cosmoshub in the stargate migration,https://api.github.com/repos/cosmos/gaia/issues/564
605,563,2021-01-23 00:51:04+00:00,2021-01-23 02:53:09+00:00,0,[],0,MEMBER,1.0,cmd: add genaccount balance to supply,https://api.github.com/repos/cosmos/gaia/issues/563
606,562,2021-01-22 20:43:56+00:00,2021-02-19 20:32:20+00:00,0,[],0,CONTRIBUTOR,0.0,Update test-sim-nondeterminism to reduce checking time,https://api.github.com/repos/cosmos/gaia/issues/562
607,561,2021-01-22 19:55:28+00:00,2021-01-25 18:11:11+00:00,0,[],0,CONTRIBUTOR,1.0,docs: update ga id,https://api.github.com/repos/cosmos/gaia/issues/561
608,560,2021-01-22 19:39:54+00:00,2021-01-25 16:58:18+00:00,0,[],0,CONTRIBUTOR,1.0,Governance proposal for v3.0.2,https://api.github.com/repos/cosmos/gaia/issues/560
609,559,2021-01-22 08:17:44+00:00,2021-01-25 12:10:56+00:00,0,[],0,MEMBER,1.0,Additional review of prop 29 and migration testing,https://api.github.com/repos/cosmos/gaia/issues/559
610,558,2021-01-22 06:52:26+00:00,2021-01-25 05:21:33+00:00,0,[],0,NONE,3.0,Deployment failed,https://api.github.com/repos/cosmos/gaia/issues/558
611,557,2021-01-21 14:06:44+00:00,2021-01-21 14:07:10+00:00,0,[],0,NONE,0.0,Patch to use 0.40,https://api.github.com/repos/cosmos/gaia/issues/557
612,556,2021-01-20 18:17:50+00:00,2021-01-21 11:34:05+00:00,0,[],0,CONTRIBUTOR,4.0,[docs] there is only one binary,https://api.github.com/repos/cosmos/gaia/issues/556
613,555,2021-01-19 21:46:28+00:00,2021-01-19 21:55:32+00:00,0,[],0,CONTRIBUTOR,1.0,Bump gogo protobuf to v1.3.3,https://api.github.com/repos/cosmos/gaia/issues/555
614,554,2021-01-19 21:00:38+00:00,2021-01-19 22:10:46+00:00,0,[],0,CONTRIBUTOR,1.0,Update changelog for bump of gogo protobuf to v1.3.3,https://api.github.com/repos/cosmos/gaia/issues/554
615,553,2021-01-19 20:28:46+00:00,2021-01-19 21:46:55+00:00,0,[],0,CONTRIBUTOR,2.0,Bump gogo protobuf deps to v1.3.3,https://api.github.com/repos/cosmos/gaia/issues/553
616,552,2021-01-19 19:39:47+00:00,2021-01-19 20:50:02+00:00,0,[],0,CONTRIBUTOR,1.0,Bump to sdk@v0.40.1 and tendermint@v0.34.3,https://api.github.com/repos/cosmos/gaia/issues/552
617,551,2021-01-19 15:30:41+00:00,2021-01-19 19:51:16+00:00,0,[],0,CONTRIBUTOR,1.0,Update changelog for v3.0.1,https://api.github.com/repos/cosmos/gaia/issues/551
618,550,2021-01-18 09:11:01+00:00,2021-01-18 11:50:26+00:00,0,"['dependencies', 'javascript']",0,CONTRIBUTOR,1.0,Bump vuepress-theme-cosmos from 1.0.179 to 1.0.180 in /docs,https://api.github.com/repos/cosmos/gaia/issues/550
619,549,2021-01-18 04:34:08+00:00,2021-01-22 19:18:51+00:00,0,[],0,CONTRIBUTOR,0.0,Prepare v3.0.1 release ,https://api.github.com/repos/cosmos/gaia/issues/549
620,548,2021-01-18 04:31:58+00:00,2021-01-20 13:24:53+00:00,0,[],0,CONTRIBUTOR,1.0,Cherry-pick v3.0.1,https://api.github.com/repos/cosmos/gaia/issues/548
621,547,2021-01-15 18:36:50+00:00,2021-01-25 18:11:11+00:00,0,[],0,MEMBER,2.0,docs: update ga id,https://api.github.com/repos/cosmos/gaia/issues/547
622,546,2021-01-15 09:35:39+00:00,2021-12-15 18:56:06+00:00,0,[],0,NONE,2.0,local node rest api returns no sequence,https://api.github.com/repos/cosmos/gaia/issues/546
623,545,2021-01-14 05:49:06+00:00,2021-01-19 20:51:09+00:00,0,"['dependencies', 'go']",0,CONTRIBUTOR,1.0,Bump github.com/stretchr/testify from 1.6.1 to 1.7.0,https://api.github.com/repos/cosmos/gaia/issues/545
624,544,2021-01-13 17:33:19+00:00,2021-01-13 17:40:50+00:00,0,[],0,MEMBER,1.0,deploy from main not master,https://api.github.com/repos/cosmos/gaia/issues/544
625,543,2021-01-13 11:57:49+00:00,2021-01-13 17:27:07+00:00,0,[],0,MEMBER,1.0,docker: deployment,https://api.github.com/repos/cosmos/gaia/issues/543
626,542,2021-01-13 11:06:53+00:00,2021-01-15 09:29:37+00:00,0,[],0,NONE,2.0,deploy single node local testnet,https://api.github.com/repos/cosmos/gaia/issues/542
627,541,2021-01-13 10:31:38+00:00,2021-02-05 09:41:24+00:00,0,[],0,MEMBER,5.0,docs: deploy gh pages,https://api.github.com/repos/cosmos/gaia/issues/541
628,540,2021-01-13 05:44:53+00:00,2021-01-19 19:57:33+00:00,0,"['dependencies', 'go']",0,CONTRIBUTOR,2.0,Bump github.com/tendermint/tendermint from 0.34.1 to 0.34.2,https://api.github.com/repos/cosmos/gaia/issues/540
629,539,2021-01-13 04:46:59+00:00,2021-02-13 17:37:54+00:00,0,[],0,NONE,2.0,3.0.0 build error,https://api.github.com/repos/cosmos/gaia/issues/539
630,538,2021-01-12 18:08:27+00:00,2021-01-13 08:02:13+00:00,0,[],0,NONE,5.0,No pre-built binaries for gaiacli? ,https://api.github.com/repos/cosmos/gaia/issues/538
631,537,2021-01-12 14:53:45+00:00,2021-01-13 08:33:57+00:00,0,[],0,MEMBER,1.0,Fix single-node.sh setup script,https://api.github.com/repos/cosmos/gaia/issues/537
632,536,2021-01-12 14:23:46+00:00,2021-01-25 18:08:31+00:00,0,[],0,MEMBER,1.0,Explicitly set Go 1.15 in Dockerfile,https://api.github.com/repos/cosmos/gaia/issues/536
633,535,2021-01-11 18:17:45+00:00,2021-01-11 22:42:44+00:00,0,[],0,MEMBER,2.0,Added config.yml for Starport,https://api.github.com/repos/cosmos/gaia/issues/535
634,534,2021-01-11 14:09:14+00:00,2021-01-11 14:34:21+00:00,0,[],0,MEMBER,1.0,update test docker file to python3,https://api.github.com/repos/cosmos/gaia/issues/534
635,533,2021-01-11 11:45:21+00:00,2022-02-14 17:00:24+00:00,0,"['docs', 'governance']",0,MEMBER,1.0,Update documentation for stargate,https://api.github.com/repos/cosmos/gaia/issues/533
636,532,2021-01-11 02:15:04+00:00,2021-02-18 19:09:53+00:00,0,[],0,NONE,1.0,upgrade 3.0 need help for protobuf,https://api.github.com/repos/cosmos/gaia/issues/532
637,531,2021-01-10 22:13:28+00:00,2021-01-11 08:06:55+00:00,0,[],0,NONE,5.0,Panic on gaia v3.0.0 after upgrading from v2.0.14,https://api.github.com/repos/cosmos/gaia/issues/531
638,530,2021-01-09 21:06:03+00:00,2021-01-09 22:09:03+00:00,0,[],0,MEMBER,1.0,remove circleci docker jobs,https://api.github.com/repos/cosmos/gaia/issues/530
639,529,2021-01-09 20:38:18+00:00,2021-01-09 20:49:42+00:00,0,[],0,MEMBER,2.0,reproducible builds: update against new rbuilder image,https://api.github.com/repos/cosmos/gaia/issues/529
640,528,2021-01-09 17:57:55+00:00,2021-01-09 19:37:49+00:00,0,[],0,MEMBER,1.0,refresh reproducible builds docs,https://api.github.com/repos/cosmos/gaia/issues/528
641,527,2021-01-09 17:57:28+00:00,2021-01-10 16:03:22+00:00,0,[],0,CONTRIBUTOR,0.0,Tag v3.0.0 release,https://api.github.com/repos/cosmos/gaia/issues/527
642,526,2021-01-09 17:56:17+00:00,2021-01-10 16:03:22+00:00,0,[],0,CONTRIBUTOR,1.0,Updating changelog in preparation for v3.0.0 tag,https://api.github.com/repos/cosmos/gaia/issues/526
643,525,2021-01-09 17:28:10+00:00,2021-01-09 19:37:28+00:00,0,[],0,MEMBER,1.0,Update README for v3.0.0,https://api.github.com/repos/cosmos/gaia/issues/525
644,524,2021-01-09 17:25:29+00:00,2021-01-09 17:25:48+00:00,0,[],0,MEMBER,0.0,Update README for v3.0.0 release,https://api.github.com/repos/cosmos/gaia/issues/524
645,523,2021-01-09 13:22:00+00:00,2021-01-09 16:23:24+00:00,0,[],0,MEMBER,1.0,Overhaul reproducible builds,https://api.github.com/repos/cosmos/gaia/issues/523
646,522,2021-01-08 23:18:47+00:00,2021-01-08 23:52:29+00:00,0,[],0,MEMBER,1.0,stargate: bump SDK to v0.40.0,https://api.github.com/repos/cosmos/gaia/issues/522
647,521,2021-01-08 15:23:19+00:00,2021-01-08 18:37:05+00:00,0,[],0,MEMBER,1.0,docs: rename gaiacli > gaiad,https://api.github.com/repos/cosmos/gaia/issues/521
648,520,2021-01-08 14:27:00+00:00,2021-01-08 14:27:25+00:00,0,[],0,MEMBER,0.0,feat: Starport support,https://api.github.com/repos/cosmos/gaia/issues/520
649,519,2021-01-08 13:23:39+00:00,2021-01-11 22:42:44+00:00,0,['enhancement'],0,MEMBER,2.0,Starport support,https://api.github.com/repos/cosmos/gaia/issues/519
650,518,2021-01-08 06:02:35+00:00,2021-01-08 15:24:33+00:00,0,"['dependencies', 'go']",0,CONTRIBUTOR,1.0,Bump github.com/cosmos/cosmos-sdk from 0.40.0-rc6 to 0.40.0-rc7,https://api.github.com/repos/cosmos/gaia/issues/518
651,517,2021-01-07 12:32:17+00:00,2021-01-07 14:17:15+00:00,0,['automerge'],0,MEMBER,1.0,docs: update branch to main,https://api.github.com/repos/cosmos/gaia/issues/517
652,516,2021-01-07 08:05:44+00:00,2021-01-07 12:18:14+00:00,0,"['dependencies', 'javascript']",0,CONTRIBUTOR,1.0,Bump vuepress-theme-cosmos from 1.0.169 to 1.0.179 in /docs,https://api.github.com/repos/cosmos/gaia/issues/516
653,515,2021-01-07 05:53:36+00:00,2021-01-07 12:17:42+00:00,0,"['dependencies', 'go']",0,CONTRIBUTOR,1.0,Bump github.com/tendermint/tendermint from 0.34.0 to 0.34.1,https://api.github.com/repos/cosmos/gaia/issues/515
654,514,2021-01-07 05:53:07+00:00,2021-01-07 12:20:01+00:00,0,"['dependencies', 'go']",0,CONTRIBUTOR,1.0,Bump github.com/ethereum/go-ethereum from 1.9.22 to 1.9.25,https://api.github.com/repos/cosmos/gaia/issues/514
655,513,2021-01-06 17:03:05+00:00,2021-01-06 20:51:11+00:00,0,[],0,MEMBER,2.0,Fix Simulation,https://api.github.com/repos/cosmos/gaia/issues/513
656,512,2021-01-06 14:23:24+00:00,2021-01-06 20:52:20+00:00,0,['dependencies'],0,CONTRIBUTOR,1.0,Bump prismjs from 1.20.0 to 1.23.0 in /docs,https://api.github.com/repos/cosmos/gaia/issues/512
657,511,2021-01-06 14:23:21+00:00,2021-01-06 20:52:15+00:00,0,['dependencies'],0,CONTRIBUTOR,1.0,Bump ini from 1.3.5 to 1.3.8 in /docs,https://api.github.com/repos/cosmos/gaia/issues/511
658,510,2021-01-05 18:43:19+00:00,2021-01-06 14:22:28+00:00,0,[],0,MEMBER,6.0,rebase jack/gaiav3.0 on top of main,https://api.github.com/repos/cosmos/gaia/issues/510
659,509,2021-01-05 18:08:40+00:00,2021-01-05 18:10:04+00:00,0,[],0,MEMBER,1.0,rebase jack/gaiav3.0 on top of main,https://api.github.com/repos/cosmos/gaia/issues/509
660,508,2021-01-04 11:10:31+00:00,2021-02-19 22:00:59+00:00,0,[],0,NONE,1.0,Set memory limit,https://api.github.com/repos/cosmos/gaia/issues/508
661,507,2020-12-24 21:43:31+00:00,2021-02-14 19:24:38+00:00,0,['stale'],0,CONTRIBUTOR,8.0,No longer adding seeds to config.toml,https://api.github.com/repos/cosmos/gaia/issues/507
662,506,2020-12-24 16:06:42+00:00,2020-12-24 22:23:34+00:00,0,[],0,CONTRIBUTOR,1.0,Fixing up changelog for release links,https://api.github.com/repos/cosmos/gaia/issues/506
663,505,2020-12-22 15:35:54+00:00,2020-12-22 16:53:56+00:00,0,[],0,CONTRIBUTOR,1.0,Updating changelog and setting up unreleased in CHANGELOG_PENDING,https://api.github.com/repos/cosmos/gaia/issues/505
664,504,2020-12-22 11:17:28+00:00,2020-12-22 16:53:56+00:00,2,[],0,MEMBER,2.0,Gaia changelog is out of date,https://api.github.com/repos/cosmos/gaia/issues/504
665,503,2020-12-21 18:06:42+00:00,2020-12-22 16:13:04+00:00,1,[],0,MEMBER,1.0,ci: update (fix),https://api.github.com/repos/cosmos/gaia/issues/503
666,502,2020-12-18 13:51:28+00:00,2020-12-23 04:22:54+00:00,0,[],0,NONE,0.0,GET /blocks/latest fails on stargate-6,https://api.github.com/repos/cosmos/gaia/issues/502
667,501,2020-12-17 08:36:03+00:00,2021-02-18 19:10:35+00:00,0,[],0,MEMBER,1.0,Home dir not passed to gaia for state export,https://api.github.com/repos/cosmos/gaia/issues/501
668,500,2020-12-14 13:36:20+00:00,2020-12-18 12:23:31+00:00,0,[],0,MEMBER,1.0,DNM: Aditya/upgraded chain,https://api.github.com/repos/cosmos/gaia/issues/500
669,499,2020-12-11 02:02:56+00:00,2021-12-13 21:27:35+00:00,0,[],0,MEMBER,2.0,"CLI sign with `--amino` produces invalid ""mode"" field",https://api.github.com/repos/cosmos/gaia/issues/499
670,498,2020-12-10 12:43:46+00:00,2020-12-10 12:51:46+00:00,0,[],0,MEMBER,0.0,bump cosmos-sdk version,https://api.github.com/repos/cosmos/gaia/issues/498
671,497,2020-12-10 12:01:34+00:00,2020-12-10 13:48:48+00:00,0,[],0,NONE,0.0,replace the phrase should be ready by 2017,https://api.github.com/repos/cosmos/gaia/issues/497
672,496,2020-12-10 11:43:39+00:00,2020-12-22 20:55:31+00:00,0,[],0,CONTRIBUTOR,2.0,Update README.md,https://api.github.com/repos/cosmos/gaia/issues/496
673,495,2020-12-08 03:40:50+00:00,2021-12-06 19:55:01+00:00,1,"['docs', 'UX']",0,NONE,5.0,"install  cmd  to /usr/local/bin/xxx, It should be much better！",https://api.github.com/repos/cosmos/gaia/issues/495
674,494,2020-12-02 16:22:36+00:00,2020-12-14 14:35:09+00:00,0,[],0,MEMBER,0.0,update to latest sdk master for testing,https://api.github.com/repos/cosmos/gaia/issues/494
675,493,2020-11-28 15:05:43+00:00,2020-12-01 04:50:48+00:00,0,[],0,NONE,5.0,panic: StoreBlockHeight (3924407) > StateBlockHeight + 1 (1),https://api.github.com/repos/cosmos/gaia/issues/493
676,492,2020-11-20 06:45:56+00:00,2020-12-22 16:07:45+00:00,0,"['dependencies', 'stale', 'go']",0,CONTRIBUTOR,2.0,Bump github.com/tendermint/tendermint from 0.32.12 to 0.34.0,https://api.github.com/repos/cosmos/gaia/issues/492
677,491,2020-11-19 00:36:14+00:00,2020-12-01 04:53:46+00:00,0,[],0,NONE,1.0,Gaiacli v2.0.13 does not work when compiled with ledger support on linux,https://api.github.com/repos/cosmos/gaia/issues/491
678,490,2020-11-11 16:42:34+00:00,2020-12-18 00:35:15+00:00,0,['stale'],0,MEMBER,1.0,WIP: Test IBC Typed Events PR,https://api.github.com/repos/cosmos/gaia/issues/490
679,489,2020-11-04 17:56:01+00:00,2020-11-05 05:02:20+00:00,0,[],0,MEMBER,2.0,Panic on gaia v3 with -x-crisis-invariants,https://api.github.com/repos/cosmos/gaia/issues/489
680,487,2020-10-30 20:02:40+00:00,2020-11-04 16:22:38+00:00,0,[],0,MEMBER,0.0,Add module init flags mechanism,https://api.github.com/repos/cosmos/gaia/issues/487
681,486,2020-10-26 23:39:48+00:00,2020-11-04 16:22:34+00:00,0,[],0,MEMBER,2.0,Update to latest SDK master in prep for rc2,https://api.github.com/repos/cosmos/gaia/issues/486
682,485,2020-10-19 10:55:16+00:00,2020-11-23 00:27:59+00:00,0,['stale'],0,MEMBER,1.0,Convochain demo,https://api.github.com/repos/cosmos/gaia/issues/485
683,483,2020-10-16 09:29:58+00:00,2020-11-13 07:50:24+00:00,0,[],0,MEMBER,1.0,fix links for tendermint kms,https://api.github.com/repos/cosmos/gaia/issues/483
684,484,2020-10-15 13:44:36+00:00,2021-12-14 09:51:59+00:00,0,[],0,MEMBER,2.0,add genesis account cli keyring-backend flag not defined,https://api.github.com/repos/cosmos/gaia/issues/484
685,482,2020-10-15 05:31:51+00:00,2020-10-29 16:20:40+00:00,1,[],0,MEMBER,1.0,Ensure that the gaia 3.0 migrate command disables IBC transfers,https://api.github.com/repos/cosmos/gaia/issues/482
686,481,2020-10-14 22:27:38+00:00,2020-10-15 12:45:47+00:00,0,['automerge'],0,NONE,0.0,Correct steps in docs to add multiple different ledger wallets,https://api.github.com/repos/cosmos/gaia/issues/481
687,480,2020-10-12 03:27:17+00:00,2020-10-24 00:42:39+00:00,0,[],0,MEMBER,5.0,Proposal 29 implementation,https://api.github.com/repos/cosmos/gaia/issues/480
688,479,2020-10-09 21:59:44+00:00,2020-10-09 22:09:18+00:00,0,[],0,NONE,0.0,Zaki/prop29,https://api.github.com/repos/cosmos/gaia/issues/479
689,478,2020-10-07 17:16:21+00:00,2021-01-05 19:44:55+00:00,0,['stale'],0,MEMBER,4.0,docs: update GA id,https://api.github.com/repos/cosmos/gaia/issues/478
690,477,2020-10-06 17:43:13+00:00,2020-10-06 20:00:56+00:00,0,[],0,NONE,1.0,Patch 1,https://api.github.com/repos/cosmos/gaia/issues/477
691,476,2020-10-06 00:00:54+00:00,2021-01-06 14:23:04+00:00,0,[],0,MEMBER,9.0,Gaia v3.0 (SDK v0.40.0-rc6),https://api.github.com/repos/cosmos/gaia/issues/476
692,475,2020-09-24 06:31:53+00:00,2020-09-24 07:07:04+00:00,0,[],0,NONE,0.0,Change ATOMScan blockchain explorer URL,https://api.github.com/repos/cosmos/gaia/issues/475
693,474,2020-09-17 13:13:12+00:00,2021-11-23 14:07:47+00:00,0,[],0,NONE,4.0,gaiacli: Is it possible to provide logging configuration?,https://api.github.com/repos/cosmos/gaia/issues/474
694,473,2020-09-17 10:26:37+00:00,2021-11-29 17:13:27+00:00,0,[],0,NONE,0.0,Empty reply from gaiacli rest-server,https://api.github.com/repos/cosmos/gaia/issues/473
695,472,2020-09-15 15:39:38+00:00,2020-09-15 15:57:20+00:00,0,[],0,MEMBER,0.0,add support for state_sync and block pruning,https://api.github.com/repos/cosmos/gaia/issues/472
696,471,2020-09-15 15:23:00+00:00,2020-09-28 17:11:00+00:00,0,[],0,MEMBER,0.0,add state_sync support,https://api.github.com/repos/cosmos/gaia/issues/471
697,470,2020-09-15 14:04:20+00:00,2020-09-15 14:07:57+00:00,0,[],0,MEMBER,0.0,Add vesting client logic,https://api.github.com/repos/cosmos/gaia/issues/470
698,469,2020-09-14 05:55:20+00:00,2020-10-19 00:37:51+00:00,0,"['dependencies', 'stale', 'go']",0,CONTRIBUTOR,4.0,Bump github.com/tendermint/go-amino from 0.15.1 to 0.16.0,https://api.github.com/repos/cosmos/gaia/issues/469
699,468,2020-09-04 08:25:22+00:00,2021-12-14 09:54:31+00:00,0,[],0,NONE,1.0,Questions; how can I see swagger doc for gaia? & how can I sign transaction through json rpc?,https://api.github.com/repos/cosmos/gaia/issues/468
700,467,2020-09-01 22:27:50+00:00,2020-09-19 03:56:28+00:00,0,[],0,MEMBER,0.0,Update to cosmos-sdk master,https://api.github.com/repos/cosmos/gaia/issues/467
701,466,2020-09-01 12:41:20+00:00,2020-09-09 16:57:14+00:00,0,[],0,CONTRIBUTOR,1.0,Binaries for every push,https://api.github.com/repos/cosmos/gaia/issues/466
702,465,2020-08-31 14:05:06+00:00,2020-09-06 06:12:16+00:00,0,[],0,CONTRIBUTOR,2.0,Create isa-os-matrix.yml,https://api.github.com/repos/cosmos/gaia/issues/465
703,464,2020-08-31 00:22:14+00:00,2020-09-14 14:36:27+00:00,0,[],0,CONTRIBUTOR,3.0,Gaia pi,https://api.github.com/repos/cosmos/gaia/issues/464
704,463,2020-08-31 00:20:45+00:00,2021-06-19 05:36:21+00:00,0,[],0,CONTRIBUTOR,4.0,Raspberry Pi Support,https://api.github.com/repos/cosmos/gaia/issues/463
705,462,2020-08-30 18:28:18+00:00,2020-08-30 18:35:35+00:00,0,[],0,MEMBER,0.0,Add Stargate changes to gaiav3.0 branch,https://api.github.com/repos/cosmos/gaia/issues/462
706,461,2020-08-28 10:32:36+00:00,2020-08-28 11:00:45+00:00,0,[],0,NONE,0.0,R4R: Remove the legacy gaiacli copy,https://api.github.com/repos/cosmos/gaia/issues/461
707,460,2020-08-28 10:31:55+00:00,2020-08-28 14:23:11+00:00,0,[],0,NONE,0.0,Failed to build docker image of stargate-1,https://api.github.com/repos/cosmos/gaia/issues/460
708,459,2020-08-27 19:44:07+00:00,2020-08-28 11:00:32+00:00,0,['docs'],0,MEMBER,0.0,Add Crypto.com to list of supported wallets,https://api.github.com/repos/cosmos/gaia/issues/459
709,458,2020-08-27 19:37:43+00:00,2020-08-28 11:01:26+00:00,0,['docs'],0,MEMBER,0.0,Fix Cosmos Hub documentation link,https://api.github.com/repos/cosmos/gaia/issues/458
710,457,2020-08-24 14:36:53+00:00,2020-08-24 14:46:59+00:00,0,[],0,MEMBER,0.0,validator set expansion,https://api.github.com/repos/cosmos/gaia/issues/457
711,456,2020-08-22 22:57:50+00:00,2020-11-13 00:34:08+00:00,0,['stale'],0,MEMBER,3.0,Gaiav3.0,https://api.github.com/repos/cosmos/gaia/issues/456
712,455,2020-08-13 14:04:40+00:00,2020-08-13 14:10:47+00:00,0,[],0,MEMBER,0.0,update changelog,https://api.github.com/repos/cosmos/gaia/issues/455
713,454,2020-08-13 06:31:23+00:00,2020-08-13 08:49:53+00:00,0,"['dependencies', 'go']",0,CONTRIBUTOR,3.0,Bump github.com/tendermint/tm-db from 0.2.0 to 0.6.1,https://api.github.com/repos/cosmos/gaia/issues/454
714,453,2020-08-12 14:07:18+00:00,2020-08-13 13:48:05+00:00,0,[],0,MEMBER,0.0,bump tendermint version,https://api.github.com/repos/cosmos/gaia/issues/453
715,452,2020-08-12 01:22:47+00:00,2020-08-12 06:26:47+00:00,0,[],0,NONE,2.0,How to synchronize only new blocks instead of all historical blocks,https://api.github.com/repos/cosmos/gaia/issues/452
716,451,2020-08-11 13:05:59+00:00,2020-08-11 13:16:55+00:00,0,[],0,MEMBER,0.0,fix build,https://api.github.com/repos/cosmos/gaia/issues/451
717,450,2020-08-10 15:40:01+00:00,2020-08-10 19:04:00+00:00,0,[],0,MEMBER,4.0,[docs] remove matrix chat - update explorers and wallets,https://api.github.com/repos/cosmos/gaia/issues/450
718,449,2020-08-05 06:31:22+00:00,2020-08-05 08:00:09+00:00,0,"['dependencies', 'go']",0,CONTRIBUTOR,4.0,Bump github.com/tendermint/tendermint from 0.32.12 to 0.33.7,https://api.github.com/repos/cosmos/gaia/issues/449
719,448,2020-07-27 18:15:48+00:00,2020-07-30 18:39:58+00:00,0,[],0,MEMBER,4.0,Docs update,https://api.github.com/repos/cosmos/gaia/issues/448
720,447,2020-07-25 02:24:01+00:00,2020-09-21 08:03:26+00:00,0,[],0,NONE,9.0,gaiad hung up,https://api.github.com/repos/cosmos/gaia/issues/447
721,446,2020-07-25 02:07:52+00:00,2021-01-09 21:39:40+00:00,0,[],0,MEMBER,1.0,Doc files went missing during branch migration,https://api.github.com/repos/cosmos/gaia/issues/446
722,445,2020-07-15 12:54:12+00:00,2021-02-13 17:44:17+00:00,0,[],0,NONE,2.0,Can not build testnet,https://api.github.com/repos/cosmos/gaia/issues/445
723,444,2020-07-13 09:50:36+00:00,2020-12-17 14:44:49+00:00,1,[],0,NONE,22.0,Validator Lags Behind Network,https://api.github.com/repos/cosmos/gaia/issues/444
724,443,2020-07-07 10:44:34+00:00,2020-07-07 15:31:54+00:00,0,[],0,MEMBER,0.0,more changes from master,https://api.github.com/repos/cosmos/gaia/issues/443
725,442,2020-07-07 08:00:47+00:00,2021-01-07 07:35:26+00:00,0,[],0,CONTRIBUTOR,0.0,Dependabot couldn't find a package.json for this project,https://api.github.com/repos/cosmos/gaia/issues/442
